team_id,year,team,week,opp,total_dvoa,off_dvoa,off_pass_dvoa,off_rush_dvoa,def_dvoa,def_pass_dvoa,def_rush_dvoa,special_teams_dvoa,unique_team_id,home_matchup_id,pf,pa,overall_performance,offense,pass,pass_blocking,receiving,rushing,run_blocking,defense,rush_defense,tackling,pass_rush,coverage,fav_homeoraway,team_favorite_id,fav_cover,spread_favorite,over_under_line,starting_spread,Total Score Open,spread_movement,precip,dome,temperature,wind_mph,ou_movement,strong_movement,fav_team_stronger,fav_spread,ats_w,ats_l
ari_2014_12,2014,ari,12,sea,0.7033333333333335,0.5566666666666666,0.5166666666666667,0.5533333333333332,0.69,0.7333333333333334,0.47666666666666674,0.5266666666666667,ari_2014_12,seavsari_2014_12,24.333333333333332,12.333333333333334,75.16666666666667,71.3,64.46666666666667,70.73333333333333,74.2,62.199999999999996,61.699999999999996,73.7,75.4,59.63333333333333,57.166666666666664,74.5,0.0,sea,cover,-7.5,42.0,-7.0,43.0,-0.5,1.0,0.0,57.0,6.0,-1.0,0,1,-7.5,1.0,0.0
ari_2014_13,2014,ari,13,atl,0.6166666666666667,0.5233333333333333,0.48666666666666664,0.5333333333333333,0.6133333333333333,0.63,0.5066666666666667,0.4733333333333334,ari_2014_13,atlvsari_2014_13,16.0,13.0,69.33333333333333,66.3,56.73333333333333,71.80000000000001,71.3,57.300000000000004,61.366666666666674,69.53333333333335,72.10000000000001,55.53333333333333,60.43333333333334,66.46666666666665,1.0,ari,no cover,-1.5,45.5,-1.0,44.5,2.5,0.0,1.0,70.0,0.0,1.0,0,0,-1.5,1.0,0.0
ari_2014_14,2014,ari,14,kc,0.5466666666666666,0.5133333333333333,0.47666666666666674,0.5233333333333333,0.53,0.5333333333333333,0.5266666666666666,0.43,ari_2014_14,arivskc_2014_14,11.666666666666666,18.0,65.03333333333333,63.93333333333334,52.0,76.06666666666666,67.99999999999999,57.166666666666664,62.866666666666674,65.80000000000001,64.73333333333333,59.0,60.43333333333334,63.900000000000006,1.0,kc,no cover,-2.5,41.5,0.0,41.5,-2.5,0.0,1.0,70.0,0.0,0.0,0,1,-2.5,1.0,0.0
ari_2014_15,2014,ari,15,stl,0.48666666666666664,0.48999999999999994,0.43333333333333335,0.5466666666666667,0.48333333333333334,0.52,0.4266666666666666,0.38999999999999996,ari_2014_15,larvsari_2014_15,12.666666666666666,20.666666666666668,60.26666666666667,62.93333333333334,47.23333333333333,74.16666666666667,62.23333333333333,60.13333333333335,71.2,58.53333333333333,58.23333333333333,60.0,60.86666666666667,55.199999999999996,0.0,lar,no cover,-6.0,40.5,-3.0,40.5,-3.0,0.0,1.0,70.0,0.0,0.0,1,1,-6.0,0.0,1.0
ari_2014_16,2014,ari,16,sea,0.54,0.48999999999999994,0.4166666666666667,0.58,0.49666666666666665,0.54,0.4566666666666667,0.5099999999999999,ari_2014_16,arivssea_2014_16,15.666666666666666,16.333333333333332,64.46666666666667,64.23333333333333,47.666666666666664,77.00000000000001,62.166666666666664,59.00000000000001,74.46666666666668,63.666666666666664,66.10000000000001,68.16666666666667,60.23333333333333,60.633333333333326,1.0,sea,cover,-9.5,36.5,-7.5,39.5,-2.0,0.0,1.0,70.0,0.0,-3.0,0,1,-9.5,0.0,1.0
ari_2014_17,2014,ari,17,sf,0.5033333333333334,0.4666666666666666,0.39999999999999997,0.5833333333333334,0.43333333333333335,0.47000000000000003,0.43,0.5566666666666666,ari_2014_17,sfvsari_2014_17,11.666666666666666,18.333333333333332,59.73333333333333,60.53333333333334,43.166666666666664,73.66666666666667,60.033333333333324,59.93333333333334,71.8,58.19999999999999,61.666666666666664,56.96666666666667,59.46666666666667,54.86666666666667,0.0,sf,no cover,-6.0,38.0,-4.5,36.5,-1.5,0.0,0.0,56.0,5.0,1.5,0,1,-6.0,0.0,1.0
ari_2015_1,2015,ari,1,no,,,,,,,,,ari_2015_1,arivsno_2015_1,,,,,,,,,,,,,,,0.0,ari,cover,-2.0,48.5,-2.5,47.0,0.5,0.0,1.0,70.0,0.0,1.5,0,0,-2.0,1.0,0.0
ari_2015_2,2015,ari,2,chi,0.78,0.64,0.66,0.55,0.55,0.63,0.51,0.59,ari_2015_2,chivsari_2015_2,31.0,19.0,70.1,74.6,69.3,73.7,70.5,55.7,75.8,59.0,60.3,32.1,55.0,60.1,1.0,ari,cover,-2.0,45.5,-1.5,44.5,-0.5,0.0,0.0,69.0,3.0,1.0,0,1,-2.0,0.0,1.0
ari_2015_3,2015,ari,3,sf,0.86,0.7050000000000001,0.7350000000000001,0.6000000000000001,0.56,0.655,0.475,0.6599999999999999,ari_2015_3,arivssf_2015_3,39.5,21.0,72.55,76.55,79.69999999999999,65.9,76.25,58.900000000000006,65.65,64.65,62.3,42.400000000000006,56.2,69.3,0.0,ari,cover,-7.0,45.0,-6.0,44.0,-1.0,0.0,1.0,70.0,0.0,1.0,0,1,-7.0,1.0,0.0
ari_2015_4,2015,ari,4,stl,0.8300000000000001,0.6266666666666666,0.6633333333333334,0.5866666666666668,0.64,0.77,0.4566666666666667,0.6,ari_2015_4,arivslar_2015_4,42.0,16.333333333333332,77.93333333333334,77.26666666666667,83.66666666666667,72.60000000000001,75.66666666666667,57.26666666666667,63.53333333333333,72.73333333333333,66.36666666666666,50.300000000000004,58.36666666666667,76.56666666666666,0.0,ari,no cover,-7.0,43.5,-6.0,42.0,-1.0,0.0,1.0,70.0,0.0,1.5,0,1,-7.0,0.0,1.0
ari_2015_5,2015,ari,5,det,0.7466666666666667,0.5933333333333333,0.6133333333333333,0.6033333333333334,0.5766666666666667,0.6933333333333334,0.45,0.5666666666666668,ari_2015_5,detvsari_2015_5,39.0,18.0,78.03333333333335,75.7,85.39999999999999,70.06666666666668,73.23333333333333,60.26666666666667,59.833333333333336,75.93333333333334,66.3,59.6,61.833333333333336,81.2,1.0,ari,cover,-4.5,46.0,-2.5,44.0,-2.0,0.0,1.0,70.0,0.0,2.0,0,1,-4.5,0.0,1.0
ari_2015_6,2015,ari,6,pit,0.73,0.5833333333333334,0.5733333333333333,0.66,0.59,0.6966666666666667,0.47000000000000003,0.5166666666666666,ari_2015_6,pitvsari_2015_6,37.0,16.0,79.03333333333335,80.06666666666666,86.53333333333335,76.46666666666665,72.5,59.63333333333333,70.8,73.93333333333332,68.7,64.46666666666665,60.43333333333334,78.23333333333333,1.0,ari,no cover,-5.5,45.0,-3.0,44.0,-2.5,0.0,0.0,42.0,8.0,1.0,0,1,-5.5,1.0,0.0
ari_2015_7,2015,ari,7,bal,0.68,0.6166666666666667,0.61,0.61,0.48,0.5266666666666667,0.49666666666666665,0.5033333333333333,ari_2015_7,arivsbal_2015_7,25.666666666666668,22.0,74.16666666666667,79.7,81.23333333333333,69.93333333333334,73.73333333333333,56.23333333333333,75.83333333333334,65.93333333333332,63.46666666666666,61.833333333333336,60.63333333333333,71.73333333333333,0.0,ari,no cover,-10.0,49.5,-7.5,48.5,-2.5,0.0,1.0,70.0,0.0,1.0,0,1,-10.0,0.0,1.0
ari_2015_8,2015,ari,8,cle,0.6900000000000001,0.6333333333333333,0.6266666666666666,0.6166666666666666,0.5133333333333333,0.5933333333333334,0.45999999999999996,0.42,ari_2015_8,clevsari_2015_8,27.0,20.0,78.16666666666667,84.63333333333333,86.39999999999999,69.5,78.06666666666668,55.86666666666667,80.7,67.36666666666666,65.7,61.333333333333336,58.93333333333334,72.6,1.0,ari,cover,-7.0,46.0,-4.5,46.0,-2.5,0.0,0.0,63.0,17.0,0.0,0,1,-7.0,0.0,1.0
ari_2015_10,2015,ari,10,sea,0.59,0.5533333333333332,0.6366666666666666,0.4666666666666666,0.4566666666666667,0.5366666666666666,0.48666666666666664,0.41999999999999993,ari_2015_10,seavsari_2015_10,24.333333333333332,21.0,79.1,81.3,81.23333333333333,66.1,80.89999999999999,47.76666666666666,78.60000000000001,68.5,63.4,56.300000000000004,64.23333333333333,71.43333333333332,0.0,sea,no cover,-3.0,43.5,-3.0,45.0,0.0,1.0,0.0,42.0,1.0,-1.5,0,0,-3.0,0.0,1.0
ari_2015_11,2015,ari,11,cin,0.5966666666666667,0.5466666666666667,0.62,0.5233333333333333,0.4366666666666667,0.59,0.34,0.49333333333333335,ari_2015_11,arivscin_2015_11,33.0,23.333333333333332,79.86666666666666,81.33333333333333,81.33333333333333,60.69999999999999,81.4,55.333333333333336,76.53333333333333,67.60000000000001,58.86666666666665,53.300000000000004,64.93333333333332,69.3,0.0,ari,no cover,-4.0,48.0,-3.5,47.0,-0.5,0.0,1.0,70.0,0.0,1.0,0,1,-4.0,0.0,1.0
ari_2015_12,2015,ari,12,sf,0.6333333333333333,0.56,0.6733333333333333,0.49333333333333335,0.4366666666666667,0.5866666666666667,0.33666666666666667,0.5766666666666667,ari_2015_12,sfvsari_2015_12,35.666666666666664,27.666666666666668,74.76666666666667,77.56666666666666,71.93333333333334,59.86666666666667,83.43333333333334,52.56666666666666,72.46666666666667,61.6,52.199999999999996,51.4,68.96666666666667,60.666666666666664,1.0,ari,no cover,-7.5,45.0,-10.5,44.5,3.0,0.0,0.0,57.0,2.0,0.5,1,0,-7.5,1.0,0.0
ari_2015_13,2015,ari,13,stl,0.5700000000000001,0.5166666666666667,0.61,0.4966666666666666,0.39666666666666667,0.5533333333333333,0.3,0.5666666666666667,ari_2015_13,larvsari_2015_13,30.666666666666668,25.333333333333332,70.46666666666667,73.93333333333334,70.83333333333333,63.73333333333333,76.89999999999999,60.19999999999999,64.83333333333333,59.4,52.833333333333336,59.13333333333333,63.23333333333334,59.03333333333334,1.0,ari,cover,-3.5,43.0,-5.5,44.0,2.0,0.0,1.0,70.0,0.0,-1.0,0,0,-3.5,0.0,1.0
ari_2015_14,2015,ari,14,min,0.64,0.5866666666666666,0.6833333333333332,0.5133333333333333,0.4633333333333334,0.57,0.4266666666666666,0.48,ari_2015_14,arivsmin_2015_14,26.666666666666668,15.666666666666666,73.26666666666667,75.46666666666668,72.53333333333333,62.73333333333334,76.8,58.86666666666665,68.46666666666665,64.53333333333333,58.43333333333334,68.56666666666666,62.43333333333334,64.73333333333333,0.0,ari,no cover,-10.0,46.5,-7.5,45.0,-2.5,0.0,1.0,70.0,0.0,1.5,0,1,-10.0,0.0,1.0
ari_2015_15,2015,ari,15,phi,0.6033333333333334,0.56,0.6466666666666667,0.49666666666666665,0.44,0.5166666666666666,0.48,0.48333333333333334,ari_2015_15,phivsari_2015_15,23.0,12.0,74.63333333333334,77.6,74.46666666666667,61.46666666666667,75.9,63.23333333333333,71.10000000000001,64.7,62.86666666666667,67.10000000000001,61.93333333333334,62.56666666666667,1.0,ari,cover,-3.5,50.5,-3.5,50.5,0.0,0.0,0.0,34.0,3.0,0.0,0,0,-3.5,0.0,1.0
ari_2015_16,2015,ari,16,gb,0.7200000000000001,0.69,0.6933333333333334,0.6333333333333333,0.48333333333333334,0.5466666666666666,0.5100000000000001,0.4466666666666666,ari_2015_16,arivsgb_2015_16,30.0,13.333333333333334,80.89999999999999,85.10000000000001,79.93333333333332,56.5,76.8,71.39999999999999,81.93333333333334,66.33333333333333,63.93333333333334,68.63333333333334,68.5,60.43333333333334,0.0,ari,cover,-6.0,50.0,-4.5,49.5,-1.5,0.0,1.0,70.0,0.0,0.5,0,1,-6.0,1.0,0.0
ari_2015_17,2015,ari,17,sea,0.7266666666666666,0.6200000000000001,0.6233333333333333,0.6033333333333334,0.5566666666666668,0.6233333333333334,0.52,0.48999999999999994,ari_2015_17,arivssea_2015_17,33.666666666666664,15.0,79.73333333333333,81.36666666666666,74.66666666666667,64.60000000000001,72.96666666666667,73.43333333333332,77.7,67.26666666666667,68.26666666666667,71.16666666666667,74.76666666666667,57.1,0.0,ari,no cover,-6.0,46.5,-3.5,47.5,-2.5,0.0,1.0,70.0,0.0,-1.0,0,1,-6.0,0.0,1.0
ari_2016_1,2016,ari,1,ne,,,,,,,,,ari_2016_1,arivsne_2016_1,,,,,,,,,,,,,,,0.0,ari,no cover,-9.0,44.5,-5.5,47.5,-3.5,0.0,1.0,70.0,0.0,-3.0,1,1,-9.0,0.0,1.0
ari_2016_2,2016,ari,2,tb,0.68,0.69,0.5,0.7,0.64,0.57,0.74,0.28,ari_2016_2,arivstb_2016_2,21.0,23.0,76.1,79.1,73.7,59.7,80.2,69.3,63.2,69.3,74.1,53.4,71.3,61.2,0.0,ari,cover,-7.5,49.5,-7.0,50.0,-0.5,0.0,1.0,70.0,0.0,-0.5,0,1,-7.5,1.0,0.0
ari_2016_3,2016,ari,3,buf,0.7350000000000001,0.6799999999999999,0.5549999999999999,0.5549999999999999,0.6950000000000001,0.6699999999999999,0.62,0.35,ari_2016_3,bufvsari_2016_3,30.5,15.0,76.94999999999999,78.19999999999999,75.5,70.2,76.55000000000001,65.85,64.05000000000001,69.65,69.65,71.3,66.35,66.25,1.0,ari,no cover,-4.5,48.0,-4.0,47.0,-0.5,0.0,0.0,62.0,1.0,1.0,0,1,-4.5,1.0,0.0
ari_2016_4,2016,ari,4,lar,0.5966666666666667,0.5433333333333333,0.44333333333333336,0.5333333333333333,0.6466666666666666,0.6433333333333333,0.58,0.3866666666666667,ari_2016_4,arivslar_2016_4,26.333333333333332,21.0,73.43333333333334,72.06666666666666,63.300000000000004,71.93333333333334,72.13333333333334,68.3,64.46666666666667,70.66666666666667,68.16666666666667,69.2,63.6,70.7,0.0,ari,no cover,-10.0,43.5,-8.5,43.5,-1.5,0.0,1.0,70.0,0.0,0.0,0,1,-10.0,0.0,1.0
ari_2016_5,2016,ari,5,sf,0.48666666666666664,0.4633333333333334,0.4033333333333333,0.47,0.5733333333333334,0.5599999999999999,0.6033333333333334,0.41333333333333333,ari_2016_5,sfvsari_2016_5,23.666666666666668,19.0,70.23333333333333,67.46666666666665,53.86666666666667,73.13333333333334,69.7,62.23333333333334,68.26666666666667,69.89999999999999,73.53333333333335,69.96666666666667,60.6,66.49999999999999,1.0,ari,cover,-3.5,42.5,-2.5,42.5,-1.0,0.0,0.0,72.0,7.0,0.0,0,1,-3.5,0.0,1.0
ari_2016_6,2016,ari,6,nyj,0.40666666666666673,0.39999999999999997,0.32,0.5133333333333333,0.5033333333333334,0.5166666666666666,0.5766666666666667,0.48666666666666664,ari_2016_6,arivsnyj_2016_6,21.333333333333332,23.666666666666668,70.33333333333333,65.60000000000001,49.166666666666664,67.03333333333333,64.56666666666666,62.83333333333334,75.99999999999999,70.63333333333333,75.46666666666668,67.83333333333333,63.666666666666664,64.96666666666667,0.0,ari,cover,-7.5,46.0,-7.5,46.0,0.0,0.0,1.0,70.0,0.0,0.0,0,0,-7.5,1.0,0.0
ari_2016_7,2016,ari,7,sea,0.5566666666666666,0.5366666666666667,0.39666666666666667,0.6133333333333334,0.5466666666666667,0.5333333333333333,0.66,0.49666666666666665,ari_2016_7,arivssea_2016_7,24.666666666666668,13.666666666666666,75.63333333333334,70.46666666666665,59.36666666666667,67.89999999999999,66.76666666666667,61.20000000000001,76.53333333333333,74.5,71.73333333333333,68.4,71.86666666666666,67.10000000000001,0.0,ari,no cover,-2.0,43.0,-2.0,43.5,0.0,0.0,1.0,70.0,0.0,-0.5,0,0,-2.0,0.0,1.0
ari_2016_8,2016,ari,8,car,0.6200000000000001,0.5700000000000001,0.4166666666666667,0.6166666666666667,0.64,0.6533333333333333,0.6033333333333334,0.41333333333333333,ari_2016_8,carvsari_2016_8,22.333333333333332,10.0,76.69999999999999,69.66666666666667,63.53333333333333,69.03333333333332,62.866666666666674,63.300000000000004,73.96666666666667,79.16666666666667,65.96666666666667,73.93333333333334,81.3,72.76666666666667,0.0,car,cover,-2.5,45.5,-2.5,48.0,0.0,0.0,0.0,80.0,4.0,-2.5,0,0,-2.5,1.0,0.0
ari_2016_10,2016,ari,10,sf,0.5933333333333334,0.6000000000000001,0.4566666666666667,0.58,0.59,0.5566666666666666,0.6233333333333334,0.35666666666666663,ari_2016_10,arivssf_2016_10,18.0,13.0,76.33333333333333,71.26666666666667,70.5,66.26666666666667,67.73333333333333,62.333333333333336,70.93333333333334,79.26666666666667,65.89999999999999,66.7,80.03333333333335,73.03333333333333,0.0,ari,no cover,-13.5,46.5,-13.0,48.0,-0.5,0.0,1.0,70.0,0.0,-1.5,0,1,-13.5,0.0,1.0
ari_2016_11,2016,ari,11,min,0.48666666666666675,0.5166666666666667,0.44333333333333336,0.4066666666666667,0.5433333333333333,0.5066666666666667,0.61,0.3499999999999999,ari_2016_11,minvsari_2016_11,16.333333333333332,18.666666666666668,72.43333333333334,70.33333333333333,70.83333333333333,64.83333333333333,68.26666666666667,58.73333333333333,67.66666666666667,71.36666666666666,70.03333333333335,64.46666666666668,72.7,62.43333333333334,0.0,min,cover,-2.0,40.0,0.0,41.5,2.0,0.0,1.0,70.0,0.0,-1.5,0,0,-2.0,1.0,0.0
ari_2016_12,2016,ari,12,atl,0.4466666666666667,0.5,0.4033333333333333,0.45333333333333337,0.4833333333333334,0.4666666666666666,0.5633333333333334,0.38666666666666666,ari_2016_12,atlvsari_2016_12,22.333333333333332,26.666666666666668,73.7,71.0,71.0,52.9,68.3,63.599999999999994,71.96666666666667,70.23333333333333,69.76666666666667,61.866666666666674,66.73333333333333,65.26666666666667,0.0,atl,cover,-4.0,49.0,-4.0,50.5,0.0,0.0,1.0,70.0,0.0,-1.5,0,0,-4.0,1.0,0.0
ari_2016_13,2016,ari,13,was,0.4566666666666667,0.4766666666666666,0.3833333333333333,0.4366666666666667,0.5233333333333333,0.5433333333333333,0.5499999999999999,0.39666666666666667,ari_2016_13,arivswas_2016_13,22.0,29.333333333333332,67.43333333333334,67.86666666666666,65.33333333333333,47.03333333333333,67.73333333333333,65.46666666666667,65.13333333333334,62.099999999999994,61.9,63.466666666666676,65.5,58.03333333333333,0.0,ari,cover,-2.5,48.5,-2.5,49.5,0.0,0.0,1.0,70.0,0.0,-1.0,0,0,-2.5,1.0,0.0
ari_2016_14,2016,ari,14,mia,0.5133333333333333,0.53,0.42333333333333334,0.4833333333333334,0.5566666666666668,0.6066666666666668,0.47333333333333333,0.36000000000000004,ari_2016_14,miavsari_2016_14,24.666666666666668,30.333333333333332,67.8,68.86666666666666,69.46666666666667,43.4,66.39999999999999,63.70000000000001,72.60000000000001,62.76666666666667,59.199999999999996,58.33333333333334,67.96666666666667,60.06666666666666,1.0,ari,no cover,-2.0,44.0,-2.5,43.5,4.5,1.0,0.0,75.0,15.0,0.5,1,0,-2.0,1.0,0.0
ari_2016_15,2016,ari,15,no,0.4933333333333334,0.4833333333333334,0.38999999999999996,0.45,0.5700000000000002,0.5266666666666667,0.58,0.39666666666666667,ari_2016_15,arivsno_2016_15,24.333333333333332,29.0,60.833333333333336,65.46666666666665,66.8,48.26666666666666,63.56666666666666,59.666666666666664,69.03333333333333,58.0,56.03333333333333,46.20000000000001,64.46666666666665,55.833333333333336,0.0,ari,no cover,-3.0,48.5,-2.5,50.0,-0.5,0.0,1.0,70.0,0.0,-1.5,0,1,-3.0,0.0,1.0
ari_2016_16,2016,ari,16,sea,0.5433333333333333,0.5833333333333334,0.43,0.6433333333333334,0.5366666666666667,0.49,0.5766666666666667,0.3666666666666667,ari_2016_16,seavsari_2016_16,31.666666666666668,32.333333333333336,65.8,68.7,74.3,51.29999999999999,63.5,58.4,72.16666666666667,65.13333333333334,63.53333333333334,49.93333333333334,63.96666666666667,63.03333333333334,0.0,sea,no cover,-8.0,43.5,-7.5,43.5,-0.5,0.0,0.0,39.0,2.0,0.0,0,1,-8.0,0.0,1.0
ari_2016_17,2016,ari,17,lar,0.5766666666666668,0.6533333333333334,0.5033333333333333,0.7133333333333334,0.47666666666666674,0.4033333333333333,0.6433333333333334,0.4166666666666667,ari_2016_17,larvsari_2016_17,32.666666666666664,35.0,67.63333333333334,68.93333333333334,70.96666666666667,50.666666666666664,69.2,59.5,66.96666666666667,67.33333333333333,69.46666666666665,61.66666666666668,65.96666666666667,62.06666666666666,1.0,ari,cover,-7.0,39.0,-7.0,40.5,0.0,0.0,0.0,56.0,1.0,-1.5,0,0,-7.0,0.0,1.0
ari_2017_1,2017,ari,1,det,,,,,,,,,ari_2017_1,detvsari_2017_1,,,,,,,,,,,,,,,1.0,ari,no cover,-2.5,48.5,-1.0,48.0,3.5,0.0,1.0,70.0,0.0,0.5,1,0,-2.5,1.0,0.0
ari_2017_2,2017,ari,2,ind,0.29,0.33,0.33,0.3,0.45,0.44,0.51,0.4,ari_2017_2,indvsari_2017_2,23.0,35.0,63.2,59.8,61.7,44.7,61.4,53.0,71.2,67.4,69.0,63.1,59.7,66.7,1.0,ari,no cover,-7.0,44.0,-7.0,44.0,0.0,0.0,1.0,70.0,0.0,0.0,0,0,-7.0,1.0,0.0
ari_2017_3,2017,ari,3,dal,0.38,0.365,0.35,0.345,0.525,0.515,0.505,0.435,ari_2017_3,arivsdal_2017_3,19.5,24.0,66.4,64.05,64.55000000000001,43.8,68.0,53.0,69.0,69.80000000000001,70.65,63.3,65.4,65.35,1.0,dal,cover,-3.0,46.5,-3.5,47.5,0.5,0.0,1.0,70.0,0.0,-1.0,0,0,-3.0,0.0,1.0
ari_2017_4,2017,ari,4,sf,0.37666666666666665,0.4166666666666667,0.3866666666666667,0.34,0.47,0.4333333333333333,0.49,0.42333333333333334,ari_2017_4,arivssf_2017_4,18.666666666666668,25.333333333333332,67.33333333333333,65.13333333333333,64.66666666666667,48.6,67.60000000000001,52.800000000000004,70.10000000000001,68.39999999999999,73.60000000000001,66.53333333333333,62.6,61.9,0.0,ari,no cover,-6.0,43.0,-7.0,44.5,1.0,0.0,1.0,70.0,0.0,-1.5,0,0,-6.0,0.0,1.0
ari_2017_5,2017,ari,5,phi,0.4533333333333333,0.44999999999999996,0.4066666666666667,0.35333333333333333,0.5299999999999999,0.48666666666666664,0.5166666666666667,0.45,ari_2017_5,phivsari_2017_5,17.0,18.666666666666668,66.10000000000001,64.63333333333333,64.13333333333334,47.6,67.46666666666665,55.23333333333333,65.13333333333334,66.10000000000001,72.53333333333333,71.43333333333334,63.5,58.06666666666666,0.0,phi,cover,-6.0,45.0,-6.0,45.0,0.0,1.0,0.0,77.0,3.0,0.0,0,0,-6.0,1.0,0.0
