unique_team_id,team_id_impute,opponent_id,home_matchup_id,team_abb,team,opponent,date,time,wl,dateInt,Date,output,team_name,opponent_name,home_team,away_team,wl_int,year,week,home_or_away,team_num,game_id,pf,pa,overall_performance,offense,pass,pass_blocking,receiving,rushing,run_blocking,defense,rush_defense,tackling,pass_rush,coverage,special_teams
ari_2014_16,ari_2014,sea_2014_16,arivssea_2014_16,ari,arizonacardinals,SeattleSeahawks,12/21,8:30pm,L,2014/12/21,20141221,10.0,ari,sea,ari,sea,0,2014.0,14.0,0.6666666666666666,1.0,3273.3333333333335,15.666666666666666,16.333333333333332,64.46666666666667,64.23333333333333,47.666666666666664,77.00000000000001,62.166666666666664,59.00000000000001,74.46666666666668,63.666666666666664,66.10000000000001,68.16666666666667,60.23333333333333,60.633333333333326,54.63333333333333
ari_2014_17,ari_2014,sf_2014_17,sfvsari_2014_17,ari,arizonacardinals,SanFrancisco49ers,12/28,4:25pm,L,2014/12/28,20141228,7.0,ari,sf,sf,ari,0,2014.0,15.0,0.3333333333333333,1.0,3290.0,11.666666666666666,18.333333333333332,59.73333333333333,60.53333333333334,43.166666666666664,73.66666666666667,60.033333333333324,59.93333333333334,71.8,58.19999999999999,61.666666666666664,56.96666666666667,59.46666666666667,54.86666666666667,57.166666666666664
ari_2015_1,ari_2015,no_2015_1,arivsno_2015_1,ari,arizonacardinals,NewOrleansSaints,09/13,4:05pm,W,2015/09/13,20150913,,ari,no,ari,no,1,,,,,,,,,,,,,,,,,,,,
ari_2015_2,ari_2015,chi_2015_2,chivsari_2015_2,ari,arizonacardinals,ChicagoBears,09/20,1:00pm,W,2015/09/20,20150920,7.0,ari,chi,chi,ari,1,2015.0,1.0,0.0,1.0,3414.0,31.0,19.0,70.1,74.6,69.3,73.7,70.5,55.7,75.8,59.0,60.3,32.1,55.0,60.1,62.7
ari_2015_3,ari_2015,sf_2015_3,arivssf_2015_3,ari,arizonacardinals,SanFrancisco49ers,09/27,4:05pm,W,2015/09/27,20150927,7.0,ari,sf,ari,sf,1,2015.0,1.5,0.5,1.0,3419.5,39.5,21.0,72.55,76.55,79.69999999999999,65.9,76.25,58.900000000000006,65.65,64.65,62.3,42.400000000000006,56.2,69.3,54.150000000000006
ari_2015_4,ari_2015,lar_2015_4,arivslar_2015_4,ari,arizonacardinals,LosAngelesRams,10/04,4:25pm,L,2015/10/04,20151004,7.0,ari,lar,ari,lar,0,2015.0,2.0,0.3333333333333333,1.0,3429.3333333333335,42.0,16.333333333333332,77.93333333333334,77.26666666666667,83.66666666666667,72.60000000000001,75.66666666666667,57.26666666666667,63.53333333333333,72.73333333333333,66.36666666666666,50.300000000000004,58.36666666666667,76.56666666666666,57.900000000000006
ari_2015_5,ari_2015,det_2015_5,detvsari_2015_5,ari,arizonacardinals,DetroitLions,10/11,4:05pm,W,2015/10/11,20151011,7.0,ari,det,det,ari,1,2015.0,3.0,0.3333333333333333,1.0,3446.0,39.0,18.0,78.03333333333335,75.7,85.39999999999999,70.06666666666668,73.23333333333333,60.26666666666667,59.833333333333336,75.93333333333334,66.3,59.6,61.833333333333336,81.2,55.300000000000004
ari_2015_6,ari_2015,pit_2015_6,pitvsari_2015_6,ari,arizonacardinals,PittsburghSteelers,10/18,1:00pm,L,2015/10/18,20151018,7.0,ari,pit,pit,ari,0,2015.0,4.0,0.3333333333333333,1.0,3464.3333333333335,37.0,16.0,79.03333333333335,80.06666666666666,86.53333333333335,76.46666666666665,72.5,59.63333333333333,70.8,73.93333333333332,68.7,64.46666666666665,60.43333333333334,78.23333333333333,56.900000000000006
ari_2015_7,ari_2015,bal_2015_7,arivsbal_2015_7,ari,arizonacardinals,BaltimoreRavens,10/26,8:30pm,W,2015/10/26,20151026,8.0,ari,bal,ari,bal,1,2015.0,5.0,0.6666666666666666,1.0,3476.6666666666665,25.666666666666668,22.0,74.16666666666667,79.7,81.23333333333333,69.93333333333334,73.73333333333333,56.23333333333333,75.83333333333334,65.93333333333332,63.46666666666666,61.833333333333336,60.63333333333333,71.73333333333333,53.56666666666667
ari_2015_8,ari_2015,cle_2015_8,clevsari_2015_8,ari,arizonacardinals,ClevelandBrowns,11/01,1:00pm,W,2015/11/01,20151101,6.0,ari,cle,cle,ari,1,2015.0,6.0,0.6666666666666666,1.0,3492.0,27.0,20.0,78.16666666666667,84.63333333333333,86.39999999999999,69.5,78.06666666666668,55.86666666666667,80.7,67.36666666666666,65.7,61.333333333333336,58.93333333333334,72.6,59.43333333333334
ari_2015_10,ari_2015,sea_2015_10,seavsari_2015_10,ari,arizonacardinals,SeattleSeahawks,11/15,8:30pm,W,2015/11/15,20151115,14.0,ari,sea,sea,ari,1,2015.0,7.0,0.6666666666666666,1.0,3505.0,24.333333333333332,21.0,79.1,81.3,81.23333333333333,66.1,80.89999999999999,47.76666666666666,78.60000000000001,68.5,63.4,56.300000000000004,64.23333333333333,71.43333333333332,61.63333333333335
ari_2015_11,ari_2015,cin_2015_11,arivscin_2015_11,ari,arizonacardinals,CincinnatiBengals,11/22,8:30pm,W,2015/11/22,20151122,7.0,ari,cin,ari,cin,1,2015.0,8.333333333333334,0.6666666666666666,1.0,3526.3333333333335,33.0,23.333333333333332,79.86666666666666,81.33333333333333,81.33333333333333,60.69999999999999,81.4,55.333333333333336,76.53333333333333,67.60000000000001,58.86666666666665,53.300000000000004,64.93333333333332,69.3,64.53333333333335
ari_2015_12,ari_2015,sf_2015_12,sfvsari_2015_12,ari,arizonacardinals,SanFrancisco49ers,11/29,4:05pm,W,2015/11/29,20151129,7.0,ari,sf,sf,ari,1,2015.0,9.666666666666666,0.6666666666666666,1.0,3544.0,35.666666666666664,27.666666666666668,74.76666666666667,77.56666666666666,71.93333333333334,59.86666666666667,83.43333333333334,52.56666666666666,72.46666666666667,61.6,52.199999999999996,51.4,68.96666666666667,60.666666666666664,60.93333333333334
ari_2015_13,ari_2015,lar_2015_13,larvsari_2015_13,ari,arizonacardinals,LosAngelesRams,12/06,1:00pm,W,2015/12/06,20151206,7.0,ari,lar,lar,ari,1,2015.0,11.0,0.6666666666666666,1.0,3563.6666666666665,30.666666666666668,25.333333333333332,70.46666666666667,73.93333333333334,70.83333333333333,63.73333333333333,76.89999999999999,60.19999999999999,64.83333333333333,59.4,52.833333333333336,59.13333333333333,63.23333333333334,59.03333333333334,63.300000000000004
ari_2015_14,ari_2015,min_2015_14,arivsmin_2015_14,ari,arizonacardinals,MinnesotaVikings,12/10,8:25pm,W,2015/12/10,20151210,4.0,ari,min,ari,min,1,2015.0,12.0,0.6666666666666666,1.0,3575.0,26.666666666666668,15.666666666666666,73.26666666666667,75.46666666666668,72.53333333333333,62.73333333333334,76.8,58.86666666666665,68.46666666666665,64.53333333333333,58.43333333333334,68.56666666666666,62.43333333333334,64.73333333333333,62.23333333333334
ari_2015_15,ari_2015,phi_2015_15,phivsari_2015_15,ari,arizonacardinals,PhiladelphiaEagles,12/20,8:30pm,W,2015/12/20,20151220,10.0,ari,phi,phi,ari,1,2015.0,13.0,0.6666666666666666,1.0,3586.6666666666665,23.0,12.0,74.63333333333334,77.6,74.46666666666667,61.46666666666667,75.9,63.23333333333333,71.10000000000001,64.7,62.86666666666667,67.10000000000001,61.93333333333334,62.56666666666667,57.666666666666664
ari_2015_16,ari_2015,gb_2015_16,arivsgb_2015_16,ari,arizonacardinals,GreenBayPackers,12/27,4:25pm,W,2015/12/27,20151227,7.0,ari,gb,ari,gb,1,2015.0,14.0,0.6666666666666666,1.0,3600.6666666666665,30.0,13.333333333333334,80.89999999999999,85.10000000000001,79.93333333333332,56.5,76.8,71.39999999999999,81.93333333333334,66.33333333333333,63.93333333333334,68.63333333333334,68.5,60.43333333333334,55.96666666666667
ari_2015_17,ari_2015,sea_2015_17,arivssea_2015_17,ari,arizonacardinals,SeattleSeahawks,01/03,4:25pm,L,2015/01/03,20150103,,ari,sea,ari,sea,0,2015.0,15.0,0.3333333333333333,1.0,3620.3333333333335,33.666666666666664,15.0,79.73333333333333,81.36666666666666,74.66666666666667,64.60000000000001,72.96666666666667,73.43333333333332,77.7,67.26666666666667,68.26666666666667,71.16666666666667,74.76666666666667,57.1,59.666666666666664
ari_2016_1,ari_2016,ne_2016_1,arivsne_2016_1,ari,arizonacardinals,NewEnglandPatriots,09/11,8:30pm,L,2016/09/11,20160911,,ari,ne,ari,ne,0,,,,,,,,,,,,,,,,,,,,
ari_2016_2,ari_2016,tb_2016_2,arivstb_2016_2,ari,arizonacardinals,TampaBayBuccaneers,09/18,1:00pm,W,2016/09/18,20160918,7.0,ari,tb,ari,tb,1,2016.0,1.0,0.0,1.0,4107.0,21.0,23.0,76.1,79.1,73.7,59.7,80.2,69.3,63.2,69.3,74.1,53.4,71.3,61.2,52.2
ari_2016_3,ari_2016,buf_2016_3,bufvsari_2016_3,ari,arizonacardinals,BuffaloBills,09/25,1:00pm,L,2016/09/25,20160925,7.0,ari,buf,buf,ari,0,2016.0,1.5,0.0,1.0,4108.5,30.5,15.0,76.94999999999999,78.19999999999999,75.5,70.2,76.55000000000001,65.85,64.05000000000001,69.65,69.65,71.3,66.35,66.25,61.7
ari_2016_4,ari_2016,lar_2016_4,arivslar_2016_4,ari,arizonacardinals,LosAngelesRams,10/02,4:25pm,L,2016/10/02,20161002,7.0,ari,lar,ari,lar,0,2016.0,2.0,0.3333333333333333,1.0,4114.666666666667,26.333333333333332,21.0,73.43333333333334,72.06666666666666,63.300000000000004,71.93333333333334,72.13333333333334,68.3,64.46666666666667,70.66666666666667,68.16666666666667,69.2,63.6,70.7,59.26666666666667
ari_2016_5,ari_2016,sf_2016_5,sfvsari_2016_5,ari,arizonacardinals,SanFrancisco49ers,10/06,8:25pm,W,2016/10/06,20161006,4.0,ari,sf,sf,ari,1,2016.0,3.0,0.3333333333333333,1.0,4129.666666666667,23.666666666666668,19.0,70.23333333333333,67.46666666666665,53.86666666666667,73.13333333333334,69.7,62.23333333333334,68.26666666666667,69.89999999999999,73.53333333333335,69.96666666666667,60.6,66.49999999999999,58.833333333333336
ari_2016_6,ari_2016,nyj_2016_6,arivsnyj_2016_6,ari,arizonacardinals,NewYorkJets,10/17,8:30pm,W,2016/10/17,20161017,11.0,ari,nyj,ari,nyj,1,2016.0,4.0,0.6666666666666666,1.0,4145.333333333333,21.333333333333332,23.666666666666668,70.33333333333333,65.60000000000001,49.166666666666664,67.03333333333333,64.56666666666666,62.83333333333334,75.99999999999999,70.63333333333333,75.46666666666668,67.83333333333333,63.666666666666664,64.96666666666667,64.0
ari_2016_7,ari_2016,sea_2016_7,arivssea_2016_7,ari,arizonacardinals,SeattleSeahawks,10/23,8:30pm,T,2016/10/23,20161023,6.0,ari,sea,ari,sea,0,2016.0,5.0,0.3333333333333333,1.0,4164.666666666667,24.666666666666668,13.666666666666666,75.63333333333334,70.46666666666665,59.36666666666667,67.89999999999999,66.76666666666667,61.20000000000001,76.53333333333333,74.5,71.73333333333333,68.4,71.86666666666666,67.10000000000001,64.13333333333333
ari_2016_8,ari_2016,car_2016_8,carvsari_2016_8,ari,arizonacardinals,CarolinaPanthers,10/30,1:00pm,L,2016/10/30,20161030,7.0,ari,car,car,ari,0,2016.0,6.0,0.3333333333333333,1.0,4176.666666666667,22.333333333333332,10.0,76.69999999999999,69.66666666666667,63.53333333333333,69.03333333333332,62.866666666666674,63.300000000000004,73.96666666666667,79.16666666666667,65.96666666666667,73.93333333333334,81.3,72.76666666666667,69.03333333333335
ari_2016_10,ari_2016,sf_2016_10,arivssf_2016_10,ari,arizonacardinals,SanFrancisco49ers,11/13,4:25pm,W,2016/11/13,20161113,14.0,ari,sf,ari,sf,1,2016.0,7.0,0.3333333333333333,1.0,4194.666666666667,18.0,13.0,76.33333333333333,71.26666666666667,70.5,66.26666666666667,67.73333333333333,62.333333333333336,70.93333333333334,79.26666666666667,65.89999999999999,66.7,80.03333333333335,73.03333333333333,56.36666666666667
ari_2016_11,ari_2016,min_2016_11,minvsari_2016_11,ari,arizonacardinals,MinnesotaVikings,11/20,1:00pm,L,2016/11/20,20161120,7.0,ari,min,min,ari,0,2016.0,8.333333333333334,0.3333333333333333,1.0,4212.0,16.333333333333332,18.666666666666668,72.43333333333334,70.33333333333333,70.83333333333333,64.83333333333333,68.26666666666667,58.73333333333333,67.66666666666667,71.36666666666666,70.03333333333335,64.46666666666668,72.7,62.43333333333334,60.06666666666666
ari_2016_12,ari_2016,atl_2016_12,atlvsari_2016_12,ari,arizonacardinals,AtlantaFalcons,11/27,1:00pm,L,2016/11/27,20161127,7.0,ari,atl,atl,ari,0,2016.0,9.666666666666666,0.6666666666666666,1.0,4232.333333333333,22.333333333333332,26.666666666666668,73.7,71.0,71.0,52.9,68.3,63.599999999999994,71.96666666666667,70.23333333333333,69.76666666666667,61.866666666666674,66.73333333333333,65.26666666666667,59.9
ari_2016_13,ari_2016,was_2016_13,arivswas_2016_13,ari,arizonacardinals,WashingtonRedskins,12/04,4:25pm,W,2016/12/04,20161204,7.0,ari,was,ari,was,1,2016.0,11.0,0.6666666666666666,1.0,4248.0,22.0,29.333333333333332,67.43333333333334,67.86666666666666,65.33333333333333,47.03333333333333,67.73333333333333,65.46666666666667,65.13333333333334,62.099999999999994,61.9,63.466666666666676,65.5,58.03333333333333,60.866666666666674
ari_2016_14,ari_2016,mia_2016_14,miavsari_2016_14,ari,arizonacardinals,MiamiDolphins,12/11,1:00pm,L,2016/12/11,20161211,7.0,ari,mia,mia,ari,0,2016.0,12.0,0.6666666666666666,1.0,4262.666666666667,24.666666666666668,30.333333333333332,67.8,68.86666666666666,69.46666666666667,43.4,66.39999999999999,63.70000000000001,72.60000000000001,62.76666666666667,59.199999999999996,58.33333333333334,67.96666666666667,60.06666666666666,59.9
ari_2016_15,ari_2016,no_2016_15,arivsno_2016_15,ari,arizonacardinals,NewOrleansSaints,12/18,4:05pm,L,2016/12/18,20161218,7.0,ari,no,ari,no,0,2016.0,13.0,0.6666666666666666,1.0,4277.333333333333,24.333333333333332,29.0,60.833333333333336,65.46666666666665,66.8,48.26666666666666,63.56666666666666,59.666666666666664,69.03333333333333,58.0,56.03333333333333,46.20000000000001,64.46666666666665,55.833333333333336,48.6
ari_2016_16,ari_2016,sea_2016_16,seavsari_2016_16,ari,arizonacardinals,SeattleSeahawks,12/24,4:25pm,W,2016/12/24,20161224,6.0,ari,sea,sea,ari,1,2016.0,14.0,0.3333333333333333,1.0,4294.0,31.666666666666668,32.333333333333336,65.8,68.7,74.3,51.29999999999999,63.5,58.4,72.16666666666667,65.13333333333334,63.53333333333334,49.93333333333334,63.96666666666667,63.03333333333334,46.56666666666666
ari_2016_17,ari_2016,lar_2016_17,larvsari_2016_17,ari,arizonacardinals,LosAngelesRams,01/01,4:25pm,W,2016/01/01,20160101,,ari,lar,lar,ari,1,2016.0,15.0,0.6666666666666666,1.0,4310.0,32.666666666666664,35.0,67.63333333333334,68.93333333333334,70.96666666666667,50.666666666666664,69.2,59.5,66.96666666666667,67.33333333333333,69.46666666666665,61.66666666666668,65.96666666666667,62.06666666666666,51.03333333333334
ari_2017_1,ari_2017,det_2017_1,detvsari_2017_1,ari,arizonacardinals,DetroitLions,09/10,1:00pm,L,2017/09/10,20170910,,ari,det,det,ari,0,,,,,,,,,,,,,,,,,,,,
ari_2017_2,ari_2017,ind_2017_2,indvsari_2017_2,ari,arizonacardinals,IndianapolisColts,09/17,1:00pm,W,2017/09/17,20170917,7.0,ari,ind,ind,ari,1,2017.0,1.0,1.0,1.0,7923.0,23.0,35.0,63.2,59.8,61.7,44.7,61.4,53.0,71.2,67.4,69.0,63.1,59.7,66.7,64.4
ari_2017_3,ari_2017,dal_2017_3,arivsdal_2017_3,ari,arizonacardinals,DallasCowboys,09/25,8:30pm,L,2017/09/25,20170925,8.0,ari,dal,ari,dal,0,2017.0,1.5,1.0,1.0,7931.0,19.5,24.0,66.4,64.05,64.55000000000001,43.8,68.0,53.0,69.0,69.80000000000001,70.65,63.3,65.4,65.35,58.900000000000006
ari_2017_4,ari_2017,sf_2017_4,arivssf_2017_4,ari,arizonacardinals,SanFrancisco49ers,10/01,4:05pm,W,2017/10/01,20171001,6.0,ari,sf,ari,sf,1,2017.0,2.0,0.6666666666666666,1.0,7943.666666666667,18.666666666666668,25.333333333333332,67.33333333333333,65.13333333333333,64.66666666666667,48.6,67.60000000000001,52.800000000000004,70.10000000000001,68.39999999999999,73.60000000000001,66.53333333333333,62.6,61.9,63.43333333333334
ari_2017_5,ari_2017,phi_2017_5,phivsari_2017_5,ari,arizonacardinals,PhiladelphiaEagles,10/08,1:00pm,L,2017/10/08,20171008,7.0,ari,phi,phi,ari,0,2017.0,3.0,0.3333333333333333,1.0,7963.333333333333,17.0,18.666666666666668,66.10000000000001,64.63333333333333,64.13333333333334,47.6,67.46666666666665,55.23333333333333,65.13333333333334,66.10000000000001,72.53333333333333,71.43333333333334,63.5,58.06666666666666,59.666666666666664
ari_2017_6,ari_2017,tb_2017_6,arivstb_2017_6,ari,arizonacardinals,TampaBayBuccaneers,10/15,4:05pm,W,2017/10/15,20171015,7.0,ari,tb,ari,tb,1,2017.0,4.0,0.3333333333333333,1.0,7979.333333333333,14.0,25.666666666666668,61.666666666666664,60.86666666666667,62.400000000000006,49.300000000000004,62.4,57.0,60.199999999999996,62.699999999999996,66.10000000000001,67.89999999999999,61.133333333333326,59.4,54.1
ari_2017_7,ari_2017,lar_2017_7,larvsari_2017_7,ari,arizonacardinals,LosAngelesRams,10/22,1:00pm,L,2017/10/22,20171022,7.0,ari,lar,lar,ari,0,2017.0,5.0,0.3333333333333333,1.0,7992.666666666667,21.0,27.333333333333332,65.96666666666665,64.60000000000001,65.8,46.666666666666664,65.5,62.699999999999996,59.73333333333333,65.46666666666667,61.133333333333326,72.63333333333334,61.9,68.03333333333335,54.400000000000006
ari_2017_9,ari_2017,sf_2017_9,sfvsari_2017_9,ari,arizonacardinals,SanFrancisco49ers,11/05,4:05pm,W,2017/11/05,20171105,14.0,ari,sf,sf,ari,1,2017.0,6.0,0.6666666666666666,1.0,8003.666666666667,15.0,33.333333333333336,62.333333333333336,61.56666666666666,59.73333333333334,54.86666666666667,63.96666666666666,59.333333333333336,58.1,64.0,58.199999999999996,69.7,60.033333333333324,71.13333333333334,53.366666666666674
ari_2017_10,ari_2017,sea_2017_10,arivssea_2017_10,ari,arizonacardinals,SeattleSeahawks,11/09,8:25pm,L,2017/11/09,20171109,4.0,ari,sea,ari,sea,0,2017.0,7.333333333333333,0.6666666666666666,1.0,8024.666666666667,19.333333333333332,25.333333333333332,65.76666666666667,65.60000000000001,61.099999999999994,60.23333333333333,67.63333333333333,59.833333333333336,62.333333333333336,63.70000000000001,55.833333333333336,76.5,62.26666666666666,69.06666666666668,64.33333333333333
ari_2017_11,ari_2017,hou_2017_11,houvsari_2017_11,ari,arizonacardinals,HoustonTexans,11/19,1:00pm,L,2017/11/19,20171119,10.0,ari,hou,hou,ari,0,2017.0,8.666666666666666,0.6666666666666666,1.0,8040.0,12.0,21.666666666666668,59.4,58.56666666666666,56.36666666666667,63.26666666666667,60.633333333333326,52.833333333333336,61.43333333333334,62.20000000000001,55.4,74.5,65.13333333333334,65.63333333333333,60.03333333333333
ari_2017_12,ari_2017,jax_2017_12,arivsjax_2017_12,ari,arizonacardinals,JacksonvilleJaguars,11/26,4:25pm,W,2017/11/26,20171126,7.0,ari,jax,ari,jax,1,2017.0,10.0,0.6666666666666666,1.0,8058.333333333333,19.0,21.0,67.93333333333334,63.73333333333333,62.49999999999999,66.5,64.6,57.0,61.4,70.53333333333335,63.0,76.89999999999999,73.3,66.53333333333333,61.06666666666666
ari_2017_13,ari_2017,lar_2017_13,arivslar_2017_13,ari,arizonacardinals,LosAngelesRams,12/03,4:25pm,L,2017/12/03,20171203,7.0,ari,lar,ari,lar,0,2017.0,11.0,0.3333333333333333,1.0,8073.333333333333,21.333333333333332,25.666666666666668,69.30000000000001,61.833333333333336,58.03333333333333,70.03333333333335,63.99999999999999,56.833333333333336,58.9,74.16666666666667,72.93333333333334,73.63333333333333,71.60000000000001,69.13333333333334,55.699999999999996
ari_2017_14,ari_2017,ten_2017_14,arivsten_2017_14,ari,arizonacardinals,TennesseeTitans,12/10,4:05pm,W,2017/12/10,20171210,7.0,ari,ten,ari,ten,1,2017.0,12.0,0.3333333333333333,1.0,8091.666666666667,21.333333333333332,29.0,70.26666666666667,64.33333333333333,54.79999999999999,69.76666666666667,68.3,59.199999999999996,60.86666666666667,73.16666666666667,76.5,68.39999999999999,72.10000000000001,63.5,51.56666666666666
ari_2017_15,ari_2017,was_2017_15,wasvsari_2017_15,ari,arizonacardinals,WashingtonRedskins,12/17,1:00pm,L,2017/12/17,20171217,7.0,ari,was,was,ari,0,2017.0,13.0,0.0,1.0,8109.666666666667,18.333333333333332,21.0,65.96666666666668,61.900000000000006,51.833333333333336,58.166666666666664,66.23333333333332,61.29999999999999,61.13333333333333,68.66666666666667,73.5,63.06666666666667,64.46666666666665,63.46666666666666,52.56666666666667
ari_2017_16,ari_2017,nyg_2017_16,arivsnyg_2017_16,ari,arizonacardinals,NewYorkGiants,12/24,4:25pm,W,2017/12/24,20171224,7.0,ari,nyg,ari,nyg,1,2017.0,14.0,0.3333333333333333,1.0,8122.333333333333,14.333333333333334,19.666666666666668,60.866666666666674,56.833333333333336,46.36666666666667,51.0,60.06666666666666,63.53333333333333,61.03333333333333,67.76666666666667,77.76666666666667,65.96666666666667,60.800000000000004,60.166666666666664,55.5
