team_id,week,year,spread_favorite,over_under_line,fav_cover,starting_spread,Total Score Open,spread_movement,ou_movement,strong_movement,fav_team_stronger,total_dvoa,off_dvoa,off_pass_dvoa,off_rush_dvoa,def_dvoa,def_pass_dvoa,def_rush_dvoa,special_teams_dvoa,pa,pf,overall_performance,offense,pass,pass_blocking,receiving,rushing,run_blocking,defense,rush_defense,tackling,pass_rush,coverage,team_favorite_id,home_matchup_id,dawgfav_homeoraway,dawgprecip,dawgdome,dawgtemperature,dawgwind_mph,dawgtotal_dvoa,dawgoff_dvoa,dawgoff_pass_dvoa,dawgoff_rush_dvoa,dawgdef_dvoa,dawgdef_pass_dvoa,dawgdef_rush_dvoa,dawgspecial_teams_dvoa,dawgunique_team_id,dawgpf,dawgpa,dawgoverall_performance,dawgoffense,dawgpass,dawgpass_blocking,dawgreceiving,dawgrushing,dawgrun_blocking,dawgdefense,dawgrush_defense,dawgtackling,dawgpass_rush,dawgcoverage
ari_2016_6,6,2016.0,-7.5,46.0,cover,-7.5,46.0,0.0,0.0,0,0,0.40666666666666673,0.39999999999999997,0.32,0.5133333333333333,0.5033333333333334,0.5166666666666666,0.5766666666666667,0.48666666666666664,23.666666666666668,21.333333333333332,70.33333333333333,65.60000000000001,49.166666666666664,67.03333333333333,64.56666666666666,62.83333333333334,75.99999999999999,70.63333333333333,75.46666666666668,67.83333333333333,63.666666666666664,64.96666666666667,ari,arivsnyj_2016_6,0,0,1,70,0,0.30666666666666664,0.41,0.31333333333333335,0.49666666666666665,0.36999999999999994,0.2866666666666667,0.7366666666666667,0.44333333333333336,nyj_2016_6,11.0,27.333333333333332,57.46666666666667,56.76666666666667,45.76666666666667,81.56666666666666,59.166666666666664,57.6,56.833333333333336,58.56666666666666,73.73333333333333,73.06666666666666,56.300000000000004,50.9
ari_2016_7,7,2016.0,-2.0,43.0,no cover,-2.0,43.5,0.0,-0.5,0,0,0.5566666666666666,0.5366666666666667,0.39666666666666667,0.6133333333333334,0.5466666666666667,0.5333333333333333,0.66,0.49666666666666665,13.666666666666666,24.666666666666668,75.63333333333334,70.46666666666665,59.36666666666667,67.89999999999999,66.76666666666667,61.20000000000001,76.53333333333333,74.5,71.73333333333333,68.4,71.86666666666666,67.10000000000001,ari,arivssea_2016_7,0,0,1,70,0,0.73,0.6433333333333334,0.5833333333333334,0.48,0.63,0.64,0.6133333333333333,0.5733333333333334,sea_2016_7,30.0,19.666666666666668,79.63333333333334,74.93333333333334,75.46666666666665,77.13333333333333,73.46666666666665,61.199999999999996,63.06666666666666,75.76666666666667,78.86666666666667,81.39999999999999,61.5,72.8
ari_2016_10,10,2016.0,-13.5,46.5,no cover,-13.0,48.0,-0.5,-1.5,0,1,0.5933333333333334,0.6000000000000001,0.4566666666666667,0.58,0.59,0.5566666666666666,0.6233333333333334,0.35666666666666663,13.0,18.0,76.33333333333333,71.26666666666667,70.5,66.26666666666667,67.73333333333333,62.333333333333336,70.93333333333334,79.26666666666667,65.89999999999999,66.7,80.03333333333335,73.03333333333333,ari,arivssf_2016_10,0,0,1,70,0,0.35000000000000003,0.5066666666666667,0.45,0.3833333333333333,0.24,0.31333333333333335,0.32,0.5933333333333334,sf_2016_10,18.666666666666668,40.0,54.76666666666666,59.6,43.5,70.03333333333333,58.76666666666667,57.800000000000004,73.86666666666667,51.5,52.900000000000006,63.96666666666667,56.4,50.9
ari_2016_13,13,2016.0,-2.5,48.5,cover,-2.5,49.5,0.0,-1.0,0,0,0.4566666666666667,0.4766666666666666,0.3833333333333333,0.4366666666666667,0.5233333333333333,0.5433333333333333,0.5499999999999999,0.39666666666666667,29.333333333333332,22.0,67.43333333333334,67.86666666666666,65.33333333333333,47.03333333333333,67.73333333333333,65.46666666666667,65.13333333333334,62.099999999999994,61.9,63.466666666666676,65.5,58.03333333333333,ari,arivswas_2016_13,0,0,1,70,0,0.6733333333333333,0.82,0.7366666666666667,0.5399999999999999,0.37000000000000005,0.4000000000000001,0.5233333333333333,0.5099999999999999,was_2016_13,31.333333333333332,25.0,78.13333333333333,81.83333333333334,81.80000000000001,69.93333333333334,80.93333333333334,56.26666666666666,70.93333333333334,63.6,68.63333333333334,64.53333333333333,58.93333333333334,61.333333333333336
ari_2016_15,15,2016.0,-3.0,48.5,no cover,-2.5,50.0,-0.5,-1.5,0,1,0.4933333333333334,0.4833333333333334,0.38999999999999996,0.45,0.5700000000000002,0.5266666666666667,0.58,0.39666666666666667,29.0,24.333333333333332,60.833333333333336,65.46666666666665,66.8,48.26666666666666,63.56666666666666,59.666666666666664,69.03333333333333,58.0,56.03333333333333,46.20000000000001,64.46666666666665,55.833333333333336,ari,arivsno_2016_15,0,0,1,70,0,0.49,0.5733333333333333,0.5,0.5466666666666667,0.42,0.44333333333333336,0.51,0.47666666666666674,no_2016_15,24.333333333333332,21.666666666666668,69.0,72.06666666666668,68.63333333333334,68.83333333333333,72.66666666666667,59.0,67.5,60.83333333333332,65.53333333333333,68.23333333333333,63.6,55.400000000000006
ari_2017_4,4,2017.0,-6.0,43.0,no cover,-7.0,44.5,1.0,-1.5,0,0,0.37666666666666665,0.4166666666666667,0.3866666666666667,0.34,0.47,0.4333333333333333,0.49,0.42333333333333334,25.333333333333332,18.666666666666668,67.33333333333333,65.13333333333333,64.66666666666667,48.6,67.60000000000001,52.800000000000004,70.10000000000001,68.39999999999999,73.60000000000001,66.53333333333333,62.6,61.9,ari,arivssf_2017_4,0,0,1,70,0,0.36333333333333334,0.39666666666666667,0.35666666666666663,0.4566666666666667,0.37000000000000005,0.34,0.4266666666666667,0.57,sf_2017_4,17.0,25.333333333333332,64.89999999999999,62.06666666666666,57.6,63.166666666666664,61.23333333333333,54.13333333333333,71.39999999999999,63.4,70.1,57.13333333333333,68.03333333333333,55.29999999999999
ari_2017_16,16,2017.0,-3.0,39.0,cover,-4.5,40.0,1.5,-1.0,0,0,0.4633333333333334,0.4066666666666667,0.3233333333333333,0.51,0.5833333333333334,0.5599999999999999,0.55,0.45999999999999996,19.666666666666668,14.333333333333334,60.866666666666674,56.833333333333336,46.36666666666667,51.0,60.06666666666666,63.53333333333333,61.03333333333333,67.76666666666667,77.76666666666667,65.96666666666667,60.800000000000004,60.166666666666664,ari,arivsnyg_2017_16,0,0,1,70,0,0.38000000000000006,0.5499999999999999,0.4833333333333334,0.42333333333333334,0.3100000000000001,0.3466666666666667,0.36999999999999994,0.45999999999999996,nyg_2017_16,18.666666666666668,29.333333333333332,62.79999999999999,63.76666666666667,65.53333333333333,58.76666666666667,63.0,58.86666666666667,59.9,61.56666666666666,68.13333333333334,65.13333333333333,60.199999999999996,55.300000000000004
ari_2019_3,3,2019.0,-2.5,45.5,no cover,-2.5,45.5,5.0,0.0,1,0,0.45000000000000007,0.57,0.505,0.65,0.52,0.415,0.435,0.47,25.0,22.0,63.85,64.35,59.45,67.3,66.1,68.55,47.95,59.849999999999994,60.0,60.35,65.8,56.95,ari,arivscar_2019_3,0,0,1,70,0,0.42000000000000004,0.585,0.51,0.675,0.445,0.365,0.31,0.53,car_2019_3,20.5,25.0,68.75,62.75,56.900000000000006,58.65,66.2,61.55,53.0,70.5,63.400000000000006,58.9,71.6,67.45
ari_2020_2,2,2020.0,-7.0,46.5,cover,-7.0,45.0,0.0,1.5,0,0,0.42,0.6,0.69,0.63,0.38,0.32,0.45,0.45,20.0,24.0,62.7,63.6,60.1,67.9,62.1,82.6,45.8,57.2,42.5,75.6,59.8,67.0,ari,arivswas_2020_2,0,0,1,70,0,0.48,0.33,0.54,0.38,0.73,0.56,0.57,0.49,was_2020_2,27.0,17.0,61.0,59.3,52.2,32.6,67.7,56.5,60.3,63.7,60.7,53.2,74.8,60.4
ari_2020_3,3,2020.0,-5.5,55.5,no cover,-6.0,53.0,0.5,2.5,0,0,0.44,0.6,0.665,0.71,0.39,0.345,0.41500000000000004,0.49,17.5,27.0,62.2,63.0,64.45,64.2,64.35,70.6,48.95,58.0,48.75,57.05,63.05,60.85,ari,arivsdet_2020_3,0,0,1,70,0,0.375,0.595,0.655,0.63,0.265,0.31,0.24,0.54,det_2020_3,22.0,34.5,59.3,67.4,59.55,75.15,62.95,59.95,73.30000000000001,47.6,47.85,56.0,62.95,47.2
ari_2020_9,9,2020.0,-5.5,49.0,no cover,-5.0,48.0,-0.5,1.0,0,1,0.5533333333333333,0.68,0.7000000000000001,0.7366666666666667,0.4733333333333334,0.41333333333333333,0.41,0.5333333333333333,18.0,35.0,72.26666666666667,74.96666666666668,68.39999999999999,83.23333333333333,70.89999999999999,70.76666666666667,65.2,60.93333333333334,54.800000000000004,56.43333333333334,64.23333333333333,60.26666666666667,ari,arivsmia_2020_9,0,0,1,70,0,0.6233333333333333,0.5933333333333334,0.73,0.5,0.5833333333333334,0.5433333333333333,0.3133333333333333,0.6966666666666667,mia_2020_9,31.666666666666668,11.333333333333334,69.53333333333333,64.06666666666666,61.400000000000006,59.03333333333334,66.69999999999999,61.70000000000001,57.46666666666666,66.60000000000001,49.46666666666666,55.83333333333332,69.03333333333335,70.56666666666666
ari_2020_10,10,2020.0,-2.5,56.0,no cover,-2.0,53.5,-0.5,2.5,0,1,0.49666666666666676,0.64,0.73,0.61,0.45999999999999996,0.4033333333333333,0.41333333333333333,0.46,26.0,35.333333333333336,71.89999999999999,74.26666666666667,65.26666666666667,79.0,70.19999999999999,72.56666666666666,66.13333333333334,61.333333333333336,59.4,60.833333333333336,61.13333333333333,61.56666666666666,ari,arivsbuf_2020_10,0,0,1,70,0,0.5533333333333333,0.64,0.6833333333333332,0.6866666666666665,0.48666666666666664,0.4566666666666666,0.38000000000000006,0.57,buf_2020_10,28.666666666666668,21.666666666666668,73.39999999999999,79.43333333333334,68.93333333333334,68.69999999999999,72.33333333333333,70.23333333333333,77.53333333333332,58.333333333333336,40.300000000000004,58.833333333333336,79.1,58.03333333333333
ari_2020_15,15,2020.0,-6.0,49.5,cover,-5.5,48.0,-0.5,1.5,0,1,0.4733333333333334,0.42333333333333334,0.6133333333333334,0.42333333333333334,0.5966666666666667,0.5566666666666666,0.4333333333333333,0.54,21.666666666666668,23.666666666666668,67.43333333333334,65.7,69.60000000000001,68.93333333333332,62.20000000000001,57.833333333333336,63.96666666666666,65.2,50.76666666666667,59.63333333333333,67.66666666666667,66.7,ari,arivsphi_2020_15,0,0,1,70,0,0.4533333333333333,0.5199999999999999,0.6366666666666667,0.6733333333333333,0.43999999999999995,0.3633333333333333,0.5,0.58,phi_2020_15,19.0,24.666666666666668,59.93333333333334,63.400000000000006,52.800000000000004,71.63333333333333,59.6,74.86666666666666,62.96666666666666,54.29999999999999,51.06666666666666,49.9,68.06666666666666,51.666666666666664
ari_2020_16,16,2020.0,-6.0,49.0,no cover,-4.0,50.0,-2.0,-1.0,0,1,0.4566666666666667,0.4566666666666667,0.6666666666666666,0.3933333333333333,0.49333333333333335,0.4166666666666667,0.49,0.6233333333333334,23.666666666666668,29.0,70.06666666666666,68.86666666666667,71.46666666666668,65.46666666666667,70.53333333333335,56.199999999999996,62.26666666666666,64.03333333333332,49.5,63.56666666666666,71.0,59.833333333333336,ari,arivssf_2020_16,0,0,1,70,0,0.37000000000000005,0.4366666666666667,0.6233333333333334,0.4566666666666667,0.44333333333333336,0.3833333333333333,0.45333333333333337,0.49,sf_2020_16,24.0,32.666666666666664,68.6,72.16666666666667,61.96666666666667,54.26666666666666,71.06666666666668,69.60000000000001,74.63333333333334,59.13333333333333,62.63333333333333,56.199999999999996,56.13333333333333,59.93333333333334
ari_2021_2,2,2021.0,-4.0,51.0,no cover,-4.0,51.0,0.0,0.0,0,0,0.7,0.69,0.85,0.58,0.55,0.39,0.58,0.42,13.0,38.0,81.8,76.7,79.2,74.3,76.3,71.1,61.2,80.3,67.9,63.7,81.9,73.5,ari,arivsmin_2021_2,0,0,1,70,0,0.52,0.6,0.8,0.41,0.31,0.22,0.35,0.63,min_2021_2,24.0,27.0,62.9,64.2,80.8,54.9,67.6,52.6,52.9,51.6,54.6,35.5,63.2,45.9
ari_2021_5,5,2021.0,-6.0,48.5,cover,-4.5,53.5,-1.5,-5.0,0,1,0.6033333333333334,0.71,0.7999999999999999,0.5933333333333334,0.34,0.30666666666666664,0.2966666666666667,0.5466666666666667,24.0,34.0,71.63333333333333,74.03333333333333,77.96666666666667,74.8,73.16666666666667,63.666666666666664,58.6,58.333333333333336,42.23333333333333,50.96666666666667,71.2,63.79999999999999,ari,arivssf_2021_5,0,0,1,70,0,0.5533333333333333,0.6366666666666666,0.7233333333333333,0.5800000000000001,0.38666666666666666,0.27,0.47333333333333333,0.4200000000000001,sf_2021_5,22.0,23.0,69.89999999999999,69.2,53.6,73.4,66.89999999999999,66.3,70.76666666666667,65.66666666666667,64.8,63.699999999999996,61.866666666666674,64.33333333333333
ari_2021_7,7,2021.0,-20.0,47.5,cover,-17.0,48.0,-3.0,-0.5,1,1,0.6266666666666667,0.6666666666666666,0.8300000000000001,0.5299999999999999,0.4366666666666667,0.33,0.4633333333333334,0.5,14.666666666666666,30.333333333333332,68.69999999999999,70.83333333333333,78.26666666666667,59.5,70.10000000000001,58.03333333333334,63.20000000000001,60.96666666666667,51.63333333333333,60.03333333333333,67.2,62.6,ari,arivshou_2021_7,0,0,1,70,0,0.27666666666666667,0.3666666666666667,0.5366666666666666,0.39999999999999997,0.33666666666666667,0.25,0.37000000000000005,0.35000000000000003,hou_2021_7,8.333333333333334,32.0,57.666666666666664,60.333333333333336,60.30000000000001,57.833333333333336,63.6,59.96666666666666,55.666666666666664,55.46666666666667,54.03333333333334,44.63333333333333,63.300000000000004,55.633333333333326
ari_2021_8,8,2021.0,-6.5,51.0,no cover,-3.5,53.5,-3.0,-2.5,1,1,0.62,0.59,0.79,0.45,0.5266666666666667,0.3866666666666667,0.5233333333333334,0.4666666666666666,9.666666666666666,28.333333333333332,75.23333333333333,73.13333333333334,80.23333333333333,56.53333333333333,72.26666666666667,62.1,64.03333333333335,69.73333333333333,64.06666666666666,58.300000000000004,70.10000000000001,68.36666666666666,ari,arivsgb_2021_8,0,0,1,70,0,0.5533333333333333,0.71,0.8066666666666666,0.5066666666666667,0.33666666666666667,0.26333333333333336,0.38333333333333336,0.3566666666666667,gb_2021_8,24.333333333333332,15.333333333333334,72.63333333333333,75.33333333333333,77.83333333333333,63.03333333333333,75.06666666666668,69.2,54.5,66.93333333333332,54.5,65.39999999999999,70.86666666666666,65.89999999999999
ari_2021_10,10,2021.0,-7.0,41.5,no cover,-10.0,44.5,3.0,-3.0,1,0,0.64,0.6466666666666666,0.7566666666666667,0.59,0.5033333333333333,0.38000000000000006,0.5299999999999999,0.45,15.333333333333334,27.666666666666668,72.03333333333333,72.96666666666668,78.80000000000001,59.36666666666667,73.0,66.6,58.26666666666667,62.666666666666664,52.23333333333333,62.56666666666667,69.03333333333333,62.13333333333333,ari,arivscar_2021_10,0,0,1,70,0,0.3499999999999999,0.3333333333333333,0.5033333333333333,0.43333333333333335,0.4166666666666667,0.3466666666666667,0.3766666666666667,0.5166666666666667,car_2021_10,9.333333333333334,20.666666666666668,58.166666666666664,54.76666666666667,51.13333333333333,61.900000000000006,55.199999999999996,57.23333333333334,60.53333333333334,62.13333333333333,56.23333333333334,54.333333333333336,68.89999999999999,61.96666666666667
ari_2021_14,14,2021.0,-3.0,51.0,no cover,-3.0,52.0,0.0,-1.0,0,0,0.4466666666666667,0.48666666666666664,0.6933333333333334,0.4333333333333333,0.41,0.35000000000000003,0.3233333333333333,0.43333333333333335,23.0,22.0,57.5,58.0,53.4,71.10000000000001,62.23333333333333,57.96666666666667,54.13333333333335,58.23333333333333,50.93333333333334,58.0,65.96666666666667,60.29999999999999,ari,arivslar_2021_14,0,0,1,70,0,0.5433333333333333,0.53,0.6366666666666667,0.6266666666666667,0.45,0.21666666666666665,0.61,0.5566666666666668,lar_2021_14,25.0,24.666666666666668,75.46666666666665,72.16666666666667,67.86666666666666,76.63333333333334,64.0,68.96666666666667,77.43333333333334,70.43333333333334,75.23333333333333,53.800000000000004,70.93333333333334,62.13333333333335
ari_2021_16,16,2021.0,-3.0,48.0,no cover,-1.0,48.5,-2.0,-0.5,0,1,0.4766666666666666,0.52,0.7166666666666667,0.47,0.37666666666666665,0.25333333333333335,0.43999999999999995,0.5333333333333333,27.333333333333332,22.666666666666668,67.46666666666667,64.53333333333335,69.2,71.86666666666667,65.46666666666665,64.46666666666665,49.066666666666684,65.33333333333333,66.76666666666667,57.4,61.93333333333334,61.43333333333333,ari,arivsind_2021_16,0,0,1,70,0,0.6466666666666666,0.61,0.62,0.7066666666666667,0.5433333333333333,0.42333333333333334,0.45999999999999996,0.47,ind_2021_16,29.666666666666668,18.333333333333332,75.86666666666666,72.83333333333333,57.26666666666667,61.1,65.63333333333334,72.36666666666667,74.66666666666667,68.76666666666667,63.0,63.03333333333333,55.4,75.19999999999999
ari_2021_18,18,2021.0,-5.0,48.5,no cover,-6.5,48.0,1.5,0.5,0,0,0.4766666666666666,0.5866666666666667,0.7000000000000001,0.5666666666666667,0.3466666666666667,0.15666666666666668,0.6166666666666666,0.39666666666666667,24.666666666666668,17.666666666666668,67.2,67.06666666666666,69.46666666666665,62.36666666666667,66.99999999999999,70.96666666666665,53.16666666666668,64.2,75.43333333333334,63.26666666666667,64.46666666666665,54.0,ari,arivssea_2021_18,0,0,1,70,0,0.6366666666666667,0.71,0.7566666666666667,0.7733333333333333,0.38999999999999996,0.27666666666666667,0.44,0.5166666666666666,sea_2021_18,28.333333333333332,24.666666666666668,67.33333333333333,68.56666666666666,55.599999999999994,63.86666666666667,66.73333333333333,78.5,65.93333333333334,62.56666666666666,59.56666666666666,48.366666666666674,62.00000000000001,63.133333333333326
atl_2014_3,3,2014.0,-6.5,47.0,cover,-5.5,44.5,-1.0,2.5,0,1,0.58,0.66,0.565,0.7,0.31,0.33999999999999997,0.28500000000000003,0.605,29.0,23.5,69.25,75.35,75.55,78.75,69.9,69.65,64.6,55.55,61.9,68.05000000000001,54.45,50.8,atl,atlvstb_2014_3,0,0,1,70,0,0.485,0.53,0.45499999999999996,0.655,0.36,0.345,0.47,0.51,tb_2014_3,15.5,19.5,55.5,59.85,54.650000000000006,52.8,61.349999999999994,67.25,57.5,52.6,63.95,57.650000000000006,57.1,46.55
atl_2014_6,6,2014.0,-3.5,55.5,no cover,-3.0,53.0,-0.5,2.5,0,1,0.64,0.7066666666666667,0.6333333333333333,0.6466666666666666,0.35333333333333333,0.41,0.35666666666666663,0.61,28.333333333333332,34.666666666666664,71.06666666666666,70.23333333333333,70.96666666666667,74.73333333333333,69.86666666666666,56.666666666666664,62.633333333333326,66.50000000000001,71.03333333333333,74.36666666666666,58.03333333333333,62.96666666666667,atl,atlvschi_2014_6,0,0,1,70,0,0.5233333333333333,0.5633333333333334,0.5266666666666667,0.57,0.41333333333333333,0.48,0.43,0.47,chi_2014_6,22.666666666666668,29.333333333333332,65.23333333333333,67.56666666666666,56.86666666666667,67.66666666666667,70.8,48.666666666666664,74.06666666666666,61.73333333333333,67.80000000000001,59.833333333333336,64.50000000000001,54.96666666666667
